MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2025-05-01,California Islands,0,65.9745,66.0,48.0,84.0,25.399,244087
EEMETRIC,2025-05-01,Central Coast,3,74.5703,72.4998,36.5032,110.4971,46.7019,32287600
EEMETRIC,2025-05-01,Colorado River,10,25.5166,5.3342,0.6476,29.454,45.9758,56909310
EEMETRIC,2025-05-01,North Coast,1,82.663,80.5005,44.503,116.4972,48.2995,54566332
EEMETRIC,2025-05-01,North Lahontan,8,65.58,60.497,38.5063,84.4931,41.8427,16354872
EEMETRIC,2025-05-01,Sacramento River,5,81.8761,74.4976,40.5006,116.4977,52.1413,77183497
EEMETRIC,2025-05-01,San Francisco Bay,2,85.8186,80.4941,48.4987,124.4989,48.3816,12804401
EEMETRIC,2025-05-01,San Joaquin River,6,79.3947,74.4991,36.5018,116.4968,52.7538,41127945
EEMETRIC,2025-05-01,South Coast,4,100.1251,96.4997,66.5,132.4991,44.3335,31244615
EEMETRIC,2025-05-01,South Lahontan,9,21.5743,8.4849,2.4545,28.4915,30.8648,75295852
EEMETRIC,2025-05-01,Tulare Lake,7,77.7767,70.498,26.4995,120.4989,58.8346,46343486
